date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2021-03-24,17,6,0.0,11.6,4,73,02:47 PM,04:33 AM,06:49 AM,07:07 PM,-11,10,12,10,21,10,21,0.0,1015,17,10,92,14,california
2021-03-25,17,7,0.0,11.6,4,81,03:54 PM,05:15 AM,06:48 AM,07:08 PM,-2,10,12,10,26,7,40,0.0,1010,17,10,259,19,california
2021-03-26,17,7,0.0,11.6,4,88,05:03 PM,05:52 AM,06:46 AM,07:09 PM,-0,12,12,12,10,4,46,0.0,1012,17,10,198,7,california
2021-03-27,21,10,0.0,11.6,5,95,06:13 PM,06:26 AM,06:45 AM,07:10 PM,-3,16,16,16,9,1,36,0.0,1017,21,10,145,7,california
2021-03-28,24,12,0.0,11.6,5,100,07:24 PM,07:00 AM,06:44 AM,07:11 PM,-3,18,18,18,12,0,29,0.0,1018,24,10,225,7,california
2021-03-29,23,12,0.0,11.6,5,100,08:35 PM,07:33 AM,06:42 AM,07:11 PM,-2,17,17,17,29,1,29,0.0,1012,23,10,267,19,california
2021-03-30,21,11,0.0,11.6,5,83,09:49 PM,08:06 AM,06:41 AM,07:12 PM,-5,16,16,16,19,0,27,0.0,1013,21,10,181,12,california
2021-03-31,22,12,0.0,11.6,5,79,11:02 PM,08:44 AM,06:39 AM,07:13 PM,-14,17,17,17,20,0,11,0.0,1020,22,10,53,13,california
2021-04-01,24,13,0.0,11.6,5,63,No moonrise,09:27 AM,06:38 AM,07:14 PM,-14,18,18,18,14,14,10,0.0,1015,24,10,82,8,california
2021-04-02,27,15,0.0,11.6,6,56,12:14 AM,10:15 AM,06:37 AM,07:15 PM,-6,21,20,21,20,0,17,0.0,1012,27,10,248,13,california
2021-04-03,27,15,0.0,11.6,6,48,01:22 AM,11:10 AM,06:35 AM,07:15 PM,-5,21,21,21,24,1,20,0.0,1016,27,10,239,15,california
2021-04-04,28,15,0.0,10.3,5,41,02:23 AM,12:10 PM,06:34 AM,07:16 PM,-3,22,22,22,24,20,22,0.0,1015,28,10,263,16,california
2021-04-05,24,14,0.0,10.3,5,33,03:16 AM,01:13 PM,06:32 AM,07:17 PM,-0,19,19,19,29,32,30,0.0,1012,24,10,260,21,california
2021-04-06,23,11,0.0,10.3,4,26,04:00 AM,02:16 PM,06:31 AM,07:18 PM,-2,16,18,16,21,36,32,0.0,1011,23,10,265,14,california
2021-04-07,24,12,0.0,11.6,5,18,04:37 AM,03:19 PM,06:30 AM,07:19 PM,-2,17,17,17,21,11,30,0.0,1014,24,10,261,14,california
2021-04-08,23,11,0.0,11.6,5,11,05:10 AM,04:19 PM,06:28 AM,07:20 PM,-2,16,17,16,28,4,30,0.0,1013,23,10,268,20,california
2021-04-09,24,10,0.0,11.6,5,3,05:39 AM,05:18 PM,06:27 AM,07:20 PM,-5,16,17,16,18,0,24,0.0,1013,24,10,266,12,california
2021-04-10,24,11,0.0,11.6,5,0,06:05 AM,06:15 PM,06:26 AM,07:21 PM,-1,17,18,17,20,2,31,0.0,1009,24,10,269,14,california
2021-04-11,25,13,0.0,11.6,5,0,06:31 AM,07:12 PM,06:24 AM,07:22 PM,-1,18,19,18,18,25,29,0.0,1006,25,10,255,12,california
2021-04-12,25,12,0.0,11.6,5,0,06:57 AM,08:08 PM,06:23 AM,07:23 PM,-0,18,19,18,28,1,33,0.0,1005,25,10,247,19,california
2021-04-13,22,12,0.0,11.6,5,4,07:24 AM,09:05 PM,06:22 AM,07:24 PM,0,16,17,16,41,3,37,0.0,1005,22,10,239,29,california
2021-04-14,20,8,0.0,11.6,5,12,07:53 AM,10:02 PM,06:20 AM,07:24 PM,-1,14,15,14,29,1,38,0.0,1008,20,10,240,20,california
2021-04-15,20,9,0.0,11.6,5,19,08:26 AM,10:59 PM,06:19 AM,07:25 PM,-3,14,15,14,27,1,31,0.0,1011,20,10,278,18,california
2021-04-16,23,11,0.0,11.6,5,27,09:03 AM,11:56 PM,06:18 AM,07:26 PM,-4,17,17,17,15,2,26,0.0,1013,23,10,213,9,california
2021-04-17,22,13,0.0,11.6,5,34,09:46 AM,No moonset,06:17 AM,07:27 PM,-2,17,17,17,19,6,28,0.0,1012,22,10,242,13,california
2021-04-18,25,14,0.0,11.6,6,42,10:35 AM,12:50 AM,06:15 AM,07:28 PM,-8,20,20,20,27,0,19,0.0,1015,25,10,178,19,california
2021-04-19,28,15,0.0,11.6,6,50,11:30 AM,01:42 AM,06:14 AM,07:28 PM,-5,21,21,21,19,0,18,0.0,1014,28,10,265,12,california
2021-04-20,27,16,0.0,10.3,5,57,12:30 PM,02:28 AM,06:13 AM,07:29 PM,-3,20,20,21,24,16,21,0.0,1010,27,10,230,16,california
2021-04-21,23,11,0.0,11.6,5,65,01:35 PM,03:10 AM,06:12 AM,07:30 PM,2,17,18,17,32,5,40,0.0,1007,23,10,250,21,california
2021-04-22,22,10,0.0,11.6,5,72,02:40 PM,03:48 AM,06:10 AM,07:31 PM,4,16,17,16,23,6,47,0.0,1009,22,10,223,16,california
2021-04-23,26,11,0.0,11.6,5,80,03:49 PM,04:22 AM,06:09 AM,07:32 PM,2,18,18,18,30,1,38,0.0,1010,26,10,238,21,california
2021-04-24,21,11,0.0,10.4,4,87,04:58 PM,04:55 AM,06:08 AM,07:33 PM,-1,15,16,15,35,25,36,0.0,1011,21,10,244,25,california
2021-04-25,15,9,0.0,10.4,3,95,06:09 PM,05:27 AM,06:07 AM,07:33 PM,1,10,12,10,35,35,47,0.0,1008,15,10,241,27,california
2021-04-26,15,4,0.0,11.6,4,100,07:23 PM,06:00 AM,06:06 AM,07:34 PM,-2,8,10,8,30,9,48,0.0,1010,15,10,264,24,california
2021-04-27,19,7,0.0,11.6,4,100,08:37 PM,06:36 AM,06:05 AM,07:35 PM,-4,12,13,12,21,5,34,0.0,1014,19,10,270,15,california
2021-04-28,26,10,0.0,11.6,5,83,09:53 PM,07:17 AM,06:04 AM,07:36 PM,-6,17,18,17,17,0,25,0.0,1018,26,10,199,11,california
2021-04-29,30,15,0.0,11.6,6,75,11:07 PM,08:04 AM,06:03 AM,07:37 PM,-6,23,23,23,13,0,16,0.0,1020,30,10,215,8,california
